,itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate,clean_teks
0,100002528,beli-harddisk-eksternal,Kamal U.,5,,,bagus  mantap dah sesui pesanan,0,0,0,True,26.51,9-Apr-19,androidApp,10/2/2019,bagus mantap sesui pesan
1,100002528,beli-harddisk-eksternal,yofanca m.,4,,,"Bagus, sesuai foto",0,0,0,True,22.49,24-Sep-17,androidApp,10/2/2019,bagus sesuai foto
2,100002528,beli-harddisk-eksternal,Lazada Customer,5,,ok mantaaapppp barang sesuai pesanan.. good,okkkkk mantaaaaaaapppp ... goood,0,0,0,True,21.5,4-Apr-18,androidApp,10/2/2019,okkkkk mantaaaaaaapppp goood
3,100002528,beli-harddisk-eksternal,Lazada Customer,4,,,bagus sesuai,0,0,0,True,20.51,22-Sep-17,androidApp,10/2/2019,bagus sesuai
4,100002528,beli-harddisk-eksternal,Yosep M.,5,,,nan,0,0,0,True,16.01,17 Agu 2018,androidApp,10/2/2019,nan
5,100002528,beli-harddisk-eksternal,Deden,5,,,nan,0,0,0,True,16.01,2-Nov-17,androidApp,10/2/2019,nan
6,100002528,beli-harddisk-eksternal,Yeana,5,,,nan,0,0,0,True,13.01,25-Sep-17,mobile,10/2/2019,nan
7,100002528,beli-harddisk-eksternal,nurfarida,1,,ada pengirimn ntb bima,bima,4,4,0,True,7.22,,androidApp,10/2/2019,bima
8,100003785,beli-harddisk-eksternal,Fadjar B.,1,,,baru 10 bulan layarnya dah bergaris,0,0,0,True,21.49,6-Apr-17,androidApp,10/2/2019,layar gar
9,100003785,beli-harddisk-eksternal,agung p.,5,,Barang bagus sesuai specs,"Pesan rabu sore,minggu sore sampe,,barang sesuai specs mantab,tks lazada",0,0,0,True,19.5,1-Mar-17,mobile,10/2/2019,pesan rabu soreminggu sore sampebarang sesuai specs mantabtks lazada
10,100003785,beli-harddisk-eksternal,Hendra W.,5,,,nan,0,0,0,True,18.0,5-Jan-18,androidApp,10/2/2019,nan
11,100004132,beli-harddisk-eksternal,Lazada Guest,1,,Ini cicil pake apa?,"Mau tanya ini cicilnya pake apa ya,cc bkn?",7,7,0,True,14.88,,androidApp,10/2/2019,cicil pakai yacc
12,100004132,beli-harddisk-eksternal,Yan M.,5,,Beli cash sesuai Harga di atas,Apakah TV. Tsb. Suda ada anti gores..,1,1,0,True,13.01,,mobile-app,10/2/2019,televisi suda anti gores
13,100004505,beli-harddisk-eksternal,Andry M.,1,,Pesanan tidak tepat waktu,Pengirim barang tidak sesuai janji. Katanya express 1 hari. Dari hari jumat barang sampai hari rabu. SeMoga barangnya awet saja.,1,1,0,True,31.51,18 Mei 2018,mobile,10/2/2019,kirim barang sesuai janji express jumat barang rabu moga barang awet
14,100004505,beli-harddisk-eksternal,Leonard,4,,TV ok,Kualitas ok,1,1,0,True,22.88,2-Jun-17,desktop,10/2/2019,kualitas ok
15,100004505,beli-harddisk-eksternal,Lazada Guest,1,,Cara mendapatkan garansi,"Bagaimana tv LED saya merek Sharp 24 hitam LC 24LE170i sekarang mati total baru 2 bln kemana saya harus menghubungi dan meminta bantuan mohon kebijakan dan solusinya ,, so,alnya masih garansi kepada pihak lazada saya mohon bantuannya terimakasih!!!",14,14,0,True,22.67,,mobile-app,10/2/2019,televisi led merek sharp hitam lc lei mati total mana hubung bantu mohon bijak solusi garansi lazada mohon bantu terimakasih
16,100004505,beli-harddisk-eksternal,Bun D.,3,,,Pengiriman super lama.. tapi datang juga sich,0,0,0,True,22.49,22-Jul-18,iosApp,10/2/2019,kirim super sich
17,100004505,beli-harddisk-eksternal,Fadoli,5,,"Sharp HD LED TV 24"" - LC-24LE175I - Hitam",ok barang sampai dengan Baik.. smoga terus di pertahankan...,0,0,0,True,21.51,18-Apr-18,desktop,10/2/2019,ok barang moga tahan
18,100004505,beli-harddisk-eksternal,Akun K.,5,,,nan,0,0,0,True,14.99,21 Agu 2018,androidApp,10/2/2019,nan
19,100004505,beli-harddisk-eksternal,rina,3,,pengiriman nya laaamaaaaa,nan,0,0,0,True,14.99,29-Jul-18,desktop,10/2/2019,nan
20,100004505,beli-harddisk-eksternal,Ega,5,,barangnya sangat bagus. dan cepat juga. thank you lazada,nan,0,0,0,True,14.47,10-Apr-18,androidApp,10/2/2019,nan
21,100004505,beli-harddisk-eksternal,Lazada Guest,5,,Menanyakn cara ciciln,Kalau mau cicilan gmna cra nya??,5,5,0,True,14.35,,mobile-app,10/2/2019,cicil cra nya
22,100004505,beli-harddisk-eksternal,Fitriyansah E.,5,,Lima Bintang,barang sudah sampai dan bagus thanks lazada,2,2,0,True,13.3,,mobile-app,10/2/2019,barang bagus terimakasih lazada
23,100004505,beli-harddisk-eksternal,Lazada Guest,5,,Bagusss,Pengiriman cepat sipplahhh.......,5,5,2,True,12.73,,mobile,10/2/2019,kirim cepat sipplahhh
24,100005037,beli-harddisk-eksternal,Lazada Customer,5,,,Sampe Sekarang masih Ok ne laptop...,0,0,0,True,24.51,2-Jan-17,androidApp,10/2/2019,ok ne laptop
25,100006860,beli-harddisk-eksternal,DEUIS S.,5,,,nan,0,0,0,True,16.01,23-Mar-17,androidApp,10/2/2019,nan
26,100006860,beli-harddisk-eksternal,Garna T.,3,,,nan,0,0,0,True,14.99,05 Des 2016,desktop,10/2/2019,nan
27,100006860,beli-harddisk-eksternal,Muhammad R.,5,,,nan,0,0,0,True,13.01,11 Mei 2017,androidApp,10/2/2019,nan
28,100006860,beli-harddisk-eksternal,Aushaf,5,,,nan,0,0,0,True,13.01,29-Jun-17,desktop,10/2/2019,nan
29,100006860,beli-harddisk-eksternal,Lazada Guest,5,,Good,Pengiriman cepat..  Packaging good..  Barang oke. Thnks seller Thnks Lazada,0,0,0,True,9.98,,mobile,10/2/2019,kirim cepat packaging good barang oke thnks jual thnks lazada
30,100007498,beli-harddisk-eksternal,Amarullah,5,,Good job,"Barang diterima dengan selamat.. Produk sesuai dengan deskripsi.. Barang nyape 3 hari ke pekanbaru,riau.. Terimakasih lazada dan kotakom pucang, laptopnya mantap..",0,0,0,True,26.98,11-Nov-16,mobile,10/2/2019,barang terima selamat produk sesuai deskripsi barang nyape pekanbaruriau terimakasih lazada kotakom pucang laptop mantap
31,100007498,beli-harddisk-eksternal,Hanurawan H.,5,,,nan,0,0,0,True,13.01,15-Nov-16,desktop,10/2/2019,nan
32,100010722,beli-harddisk-eksternal,Dwi,5,,TOP,"Senang belanja disini,pelayanan oke,barang sesuai ekspektasi..order senin hari selasa malam udah nyampe + di settingin sxan sama kurirnya...pokoknya top deh..thanks Lazada",1,1,0,True,30.51,13-Nov-17,androidApp,10/2/2019,senang belanja disinipelayanan okebarang sesuai ekspektasiorder senin selasa malam settingin sxan kurirnyapokoknya top dehthanks lazada
33,100010722,beli-harddisk-eksternal,Rosalina S.,4,,,belum test barangnya,0,0,0,True,22.49,23 Agu 2018,androidApp,10/2/2019,test barang
34,100010722,beli-harddisk-eksternal,Wan D.,1,,Cape deh!,Sudah cape2 transfer tapi pesanan ditolak,0,0,0,True,20.51,17-Jan-18,androidApp,10/2/2019,capek transfer pesan tolak
35,100010722,beli-harddisk-eksternal,rusmana,5,,,nan,0,0,0,True,19.01,28-Apr-19,androidApp,10/2/2019,nan
36,100010722,beli-harddisk-eksternal,Lazada Customer,3,,,nan,0,0,0,True,18.66,12-Feb-19,androidApp,10/2/2019,nan
37,100010722,beli-harddisk-eksternal,dini w.,5,,"bagus saya suka, no tipu2...terbaik emanggggggg👍",nan,2,2,0,True,17.34,30 Des 2017,androidApp,10/2/2019,nan
38,100010722,beli-harddisk-eksternal,dwi H.,5,,,nan,0,0,0,True,16.0,6-Sep-18,androidApp,10/2/2019,nan
39,100010722,beli-harddisk-eksternal,HARYATI,5,,harga bersahabat...kwalitas ok,nan,0,0,0,True,14.99,6-Jul-18,androidApp,10/2/2019,nan
40,100010722,beli-harddisk-eksternal,firman S.,4,,,nan,0,0,0,True,14.99,25-Apr-18,androidApp,10/2/2019,nan
41,100010722,beli-harddisk-eksternal,nirmala O.,4,,,nan,0,0,0,True,14.01,16 Mei 2018,androidApp,10/2/2019,nan
42,100010745,beli-harddisk-eksternal,Anggun W.,5,,Lima Bintang,"Barang Ok, kualitas bagus dengan harga yg cukup miring, kualitas gambar juga ok, pengiriman lumayan, ga nyesel pokonya beli TV ini",3,3,0,True,30.75,25-Nov-16,mobile-app,10/2/2019,barang ok kualitas bagus harga miring kualitas gambar ok kirim lumayan sesal poko beli televisi
43,100010745,beli-harddisk-eksternal,Fathin,5,,Ke Gresik bisa gak ya..???,Saya minat tapi kalau dikirim ke Gresik Jawa Timur bisa gak? Klo dr info pengiriman bebas tapi takut gk sampai.. Dan tanya apa ini sdh full HD apa blm? Terima kasih,31,31,0,True,21.84,,androidApp,10/2/2019,minat kirim gresik jawa timur informasi kirim bebas takut full hd terima kasih
44,100010745,beli-harddisk-eksternal,dendi i.,5,,,nan,0,0,0,True,14.0,2-Sep-17,androidApp,10/2/2019,nan
45,100010745,beli-harddisk-eksternal,Eti A.,4,,Cilegon bisa nggak??,Pengn tivinya,1,1,0,True,13.0,,androidApp,10/2/2019,pengn tivinya
46,100010745,beli-harddisk-eksternal,paramitha a.,5,,Lima Bintang,nan,0,0,0,True,12.0,24 Des 2016,mobile-app,10/2/2019,nan
47,100010745,beli-harddisk-eksternal,Lazada Guest,5,,puasss,Mantapppp barang nya,0,0,0,True,9.6,,mobile,10/2/2019,mantapppp barang nya
48,100010745,beli-harddisk-eksternal,Lazada Guest,3,,puassss,Barang mulusss mantapppppp,0,0,0,True,9.6,,mobile,10/2/2019,barang mulusss mantapppppp
49,100015720,beli-harddisk-eksternal,Risa K.,5,,,nan,0,0,0,True,19.58,09 Des 2016,androidApp,10/2/2019,nan
50,100015720,beli-harddisk-eksternal,Fuady S.,1,,Spesifikasi utama terdapat intel core i5,"Laptop ini memiliki spesifikasi yang bagus dan harga yang terjangkau, namun pada tab spesifikasi utama produk itu emang intel core i5 atau salah buat? Di judul dikatakan core i7",1,1,0,True,19.5,,mobile,10/2/2019,laptop milik spesifikasi bagus harga jangkau tab spesifikasi utama produk emang intel core i salah judul core i
51,100015720,beli-harddisk-eksternal,Ramadhana,5,,"Bagus, diterima dengan aman.","Barang sampai dengan aman. Kemampuan laptop sesuai dengan yang di iklankan. Hanya saja, laptop datang dengan DOS sehingga harus di install sendiri windows nya. Overall, it's worth the money.",0,0,0,True,17.11,,mobile-app,10/2/2019,barang aman mampu laptop sesuai iklan laptop dos install windows nya overall its worth the uang
52,100015720,beli-harddisk-eksternal,Jendra,5,,Bagus,Barang sampai 2 hari dengan selamat dan sesuai deskripsi,2,2,0,True,12.95,,androidApp,10/2/2019,barang selamat sesuai deskripsi
53,100015720,beli-harddisk-eksternal,Ade P.,5,,Produk bagus,Harga sangat murah mantep banget,2,2,0,True,12.94,,mobile-app,10/2/2019,harga murah mantap banget
54,100015720,beli-harddisk-eksternal,Lazada Guest,3,,Entah benar atau enga,Murah banget itu enga salah kasih harga tau2 nati salah kasi info barang nya,1,1,1,True,11.17,,mobile-app,10/2/2019,murah banget enga salah kasih harga tau nati salah kasih informasi barang nya
55,100015720,beli-harddisk-eksternal,Lazada Guest,1,,Barang udah sampai,Barang udah sampai tapi pas dinyalain g bisa. Gmn pertanggung jawaban lazada?,0,0,1,True,9.61,,desktop,10/2/2019,barang pas dinyalain tanggung lazada
56,100015720,beli-harddisk-eksternal,yusuf,5,,Yang bener yang mana? I5 apa i7??,nan,1,1,0,True,4.59,,mobile-app,10/2/2019,nan
57,100024235,beli-harddisk-eksternal,Wulandary,5,,,nan,0,0,0,True,14.99,14 Agu 2018,androidApp,10/2/2019,nan
58,100024235,beli-harddisk-eksternal,Lazada Guest,4,,Cicilan,Klo dp1jt tanpa kartu kredit bisa gk? Brp bln pembayarannya dan sebulannya brp? -TerimaKsh,5,5,0,True,14.56,,mobile-app,10/2/2019,dpjt kartu kredit bayar bulan terimaksh
59,100024235,beli-harddisk-eksternal,Lazada Guest,1,,,untuk pemasangan di tembok apa ad pihak dari lazada yg memasang'a ? terima kasih,0,0,0,True,10.51,,mobile,10/2/2019,pasang tembok lazada memasanga terima kasih
60,100027053,beli-harddisk-eksternal,I K.,5,,,nan,0,0,0,True,16.01,9-Jan-18,androidApp,10/2/2019,nan
61,100027329,beli-harddisk-eksternal,Yoga T.,5,,Sesuai Dengan yang tertera,"Kapasitas HDD asli 1 TB, dan tanpa ada lecet di saat saya pertama kali membuka bungkus bubble nya",2,2,0,True,23.3,02 Mei 2017,desktop,10/2/2019,kapasitas hdd asli tb lecet kali buka bungkus bubble nya
62,100027329,beli-harddisk-eksternal,Heri K.,5,,mantap,barang sesuai dengan gambar,0,0,0,True,20.21,20-Jun-17,desktop,10/2/2019,barang sesuai gambar
63,100027329,beli-harddisk-eksternal,Lazada Guest,4,,Respon penjualan yg baik,"HD diterima dg packing bubble bagus, hanya tidak tertulis, barang elektronik, atw keterangan lain, agar penanganan lebih hati2 dan istimewa, ketika paket dalam perjalanan. Finally, 4bintang lhah...",1,1,0,True,19.99,,mobile-app,10/2/2019,hd terima packing bubble bagus tulis barang elektronik terang tangan hati istimewa paket jalan bintang lhah
64,100027616,beli-harddisk-eksternal,ACHMAD F.,5,,TOP,"Mantap gan Barang sampai dengan selamat , Packing rapih , pokok Mantap lah !",0,0,0,True,20.51,24 Okt 2017,androidApp,10/2/2019,mantap juragan barang selamat packing rapih pokok mantap
65,100027616,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,14.99,25-Apr-18,androidApp,10/2/2019,nan
66,100027616,beli-harddisk-eksternal,Era A.,5,,,nan,0,0,0,True,12.66,4-Jul-17,desktop,10/2/2019,nan
67,100027616,beli-harddisk-eksternal,Bilqis,5,,Sip,Oke,0,0,0,True,12.6,14-Jun-17,mobile,10/2/2019,oke
68,100028438,beli-harddisk-eksternal,Dimas D.,5,,Kepuasan & Ketidakpuasan,"Saya sangat puas dengan barang.nya, kualitas barang sangat membantu HDD saya apabila jatuh dari atas, dan pengiriman rapi gk ada lecet kasih bintang 5 :) Dan Saya sangat tidak puas dengan peng",0,0,0,True,27.0,25-Feb-17,mobile-app,10/2/2019,puas barang kualitas barang bantu hdd jatuh kirim rapi lecet kasih bintang puas peng
69,100028438,beli-harddisk-eksternal,Pembeli,4,,Bagus,Barang diterima dengan kondisi yang baik tapi packagingnya kurang,0,0,0,True,20.51,19 Des 2017,iosApp,10/2/2019,barang terima kondisi packagingnya
70,100028438,beli-harddisk-eksternal,KHAIRUNNISA.SYAN,5,,SESUIA DENGAN FOTO,"Suka banget sama barangnya packing nya rapi, pokoknya recomended banget buat kalian yg mau beli tas hardisk dengan kulitas bagus yah di sini",0,0,0,True,17.55,,mobile-app,10/2/2019,suka banget barang packing nya rapi pokok recomended banget beli tas hardisk kulitas bagus yah
71,100028438,beli-harddisk-eksternal,Devi P.,5,,,nan,0,0,0,True,15.01,13-Nov-17,androidApp,10/2/2019,nan
72,100028438,beli-harddisk-eksternal,hady,5,,,nan,0,0,0,True,14.99,25 Des 2017,androidApp,10/2/2019,nan
73,100028438,beli-harddisk-eksternal,Naufal Y.,5,,,nan,0,0,0,True,14.01,12-Mar-18,androidApp,10/2/2019,nan
74,100030605,beli-harddisk-eksternal,Antonio G.,5,,,"Flashdisk ori, Packing bagus. Saya suka.Thx",0,0,0,True,32.49,15-Sep-18,androidApp,10/2/2019,flashdisk original packing bagus sukathx
75,100034104,beli-harddisk-eksternal,Lazada Customer,5,,,aman cepat pula,0,0,0,True,51.13,5-Sep-19,androidApp,10/2/2019,aman cepat
76,100034104,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,42.5,20-Sep-19,androidApp,10/2/2019,nan
77,100034104,beli-harddisk-eksternal,Lazada Customer,4,,,Bagus ori kok cuma hanya aja 58 gb:( klo 63 gpp hilang 1 gb,0,0,0,True,35.83,9-Sep-19,androidApp,10/2/2019,bagus original giga byte tidak-apa-apa hilang giga byte
78,100034104,beli-harddisk-eksternal,Ririn S.,1,,,kapasitasy kurang bagusss aturany klw kosong g bnyakkk firusss tpi nieh bnyakkk firusss sangat kecewe,0,0,0,True,34.01,28-Apr-19,androidApp,10/2/2019,kapasitasy bagusss aturany kosong bnyakkk firusss nieh bnyakkk firusss kecewe
79,100034104,beli-harddisk-eksternal,Asrinur A.,5,,,"Baguss bangett kurir nya jga ramah, cakep pula wkwk. Ini 64gb tp cmn 58 sekian gb tp gpp lah yah... Pokok nya recomended deh....",0,0,0,True,33.01,4-Mar-19,androidApp,10/2/2019,baguss bangett kurir nya ramah cakep wkwk giga byte cmn sekian giga byte tidak-apa-apa yah pokok nya recomended deh
80,100034104,beli-harddisk-eksternal,ucen W.,5,,,produk dah sampai kemasan rapih pengiriman cepat barang  bagus pembayaran cod tidak perlu diragukan lagi 👍👍,0,0,0,True,33.01,13-Mar-19,androidApp,10/2/2019,produk kemas rapih kirim cepat barang bagus bayar bayar kirim ragu
81,100034104,beli-harddisk-eksternal,ucen W.,5,,,barangnya bagus banget.. sesuai dengan gambar dn deskripsi.. pengiriman cepat.. bagus dn recomended bangt..👍,0,0,0,True,33.01,28-Feb-19,androidApp,10/2/2019,barang bagus banget sesuai gambar deskripsi kirim cepat bagus recomended bangt
82,100034104,beli-harddisk-eksternal,Andre A.,5,,,"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",0,0,0,True,31.51,7-Jul-19,androidApp,10/2/2019,packing bubble warp fisik nomor minus giga byte ya lumayan
83,100034104,beli-harddisk-eksternal,Hendrii R.,5,,,barang ok .. packing Rapii .. Kurir nya Ramahh .. Puass ..,0,0,0,True,31.51,24-Jun-19,androidApp,10/2/2019,barang ok packing rapi kurir nya ramahh puass
84,100034104,beli-harddisk-eksternal,muchamad R.,5,,,produk original mantap semoga awet,0,0,0,True,31.51,9-Jun-19,androidApp,10/2/2019,produk original mantap moga awet
85,100034104,beli-harddisk-eksternal,Budi,5,,,baik. sesuai ekspektasi.,1,1,0,True,30.36,4-Mar-19,androidApp,10/2/2019,sesuai ekspektasi
86,100034104,beli-harddisk-eksternal,Lazada Customer,5,,,👍👍👍,0,0,0,True,29.83,22 Agu 2019,androidApp,10/2/2019,
87,100034104,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,29.33,17-Sep-19,androidApp,10/2/2019,nan
88,100034104,beli-harddisk-eksternal,Lazada Customer,4,,,nan,0,0,0,True,29.0,15-Sep-19,androidApp,10/2/2019,nan
89,100034104,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,28.83,4-Jul-19,androidApp,10/2/2019,nan
90,100034104,beli-harddisk-eksternal,Brian A.,5,,,nan,0,0,0,True,27.83,8-Sep-19,androidApp,10/2/2019,nan
91,100034104,beli-harddisk-eksternal,pratiwi,5,,,nan,0,0,0,True,27.67,7-Sep-19,iosApp,10/2/2019,nan
92,100034104,beli-harddisk-eksternal,Dede A.,5,,,nan,0,0,0,True,27.67,6-Sep-19,androidApp,10/2/2019,nan
93,100034104,beli-harddisk-eksternal,Izzal R.,5,,,nan,0,0,0,True,27.33,1-Sep-19,androidApp,10/2/2019,nan
94,100034104,beli-harddisk-eksternal,Lazada Customer,5,,,Barang nya oke makasih,0,0,0,True,27.08,13 Agu 2019,androidApp,10/2/2019,barang nya oke terimakasih
95,100034104,beli-harddisk-eksternal,Ahmad K.,5,,,Tumben ninja cepat pengirimannya,0,0,0,True,27.08,12-Jul-19,androidApp,10/2/2019,tumben ninja cepat kirim
96,100034104,beli-harddisk-eksternal,Sudarso,5,,,nan,0,0,0,True,26.83,1-Sep-19,androidApp,10/2/2019,nan
97,100034104,beli-harddisk-eksternal,ganirogy,5,,,barang asli dan original terimakasih maju terus toko jet store,0,0,0,True,26.51,12-Jul-19,androidApp,10/2/2019,barang asli original terimakasih maju toko jet store
98,100034104,beli-harddisk-eksternal,Fadhila U.,5,,,"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",0,0,0,True,26.51,12 Mei 2019,mobile,10/2/2019,flashdisk nya bagus sesuai gambar barang cepat kurir ramah
99,100034104,beli-harddisk-eksternal,ferry P.,5,,,oke... mudah2an awet dan ga crash belum sempet d coba,0,0,0,True,26.51,9-Jul-19,desktop,10/2/2019,oke mudah awet crash sempet d coba
