itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate
100002528,beli-harddisk-eksternal,Kamal U.,5,,null,bagus  mantap dah sesui pesanan,0,0,0,TRUE,26.51,9-Apr-19,androidApp,10/2/2019
100002528,beli-harddisk-eksternal,yofanca m.,4,,null,"Bagus, sesuai foto",0,0,0,TRUE,22.49,24-Sep-17,androidApp,10/2/2019
100002528,beli-harddisk-eksternal,Lazada Customer,5,,ok mantaaapppp barang sesuai pesanan.. good,okkkkk mantaaaaaaapppp ... goood,0,0,0,TRUE,21.5,4-Apr-18,androidApp,10/2/2019
100002528,beli-harddisk-eksternal,Lazada Customer,4,,,bagus sesuai,0,0,0,TRUE,20.51,22-Sep-17,androidApp,10/2/2019
100002528,beli-harddisk-eksternal,Yosep M.,5,,null,null,0,0,0,TRUE,16.01,17 Agu 2018,androidApp,10/2/2019
100002528,beli-harddisk-eksternal,Deden,5,,null,null,0,0,0,TRUE,16.01,2-Nov-17,androidApp,10/2/2019
100002528,beli-harddisk-eksternal,Yeana,5,,null,null,0,0,0,TRUE,13.01,25-Sep-17,mobile,10/2/2019
100002528,beli-harddisk-eksternal,nurfarida,1,,ada pengirimn ntb bima,bima,4,4,0,TRUE,7.22,,androidApp,10/2/2019
100003785,beli-harddisk-eksternal,Fadjar B.,1,,,baru 10 bulan layarnya dah bergaris,0,0,0,TRUE,21.49,6-Apr-17,androidApp,10/2/2019
100003785,beli-harddisk-eksternal,agung p.,5,,Barang bagus sesuai specs,"Pesan rabu sore,minggu sore sampe,,barang sesuai specs mantab,tks lazada",0,0,0,TRUE,19.5,1-Mar-17,mobile,10/2/2019
100003785,beli-harddisk-eksternal,Hendra W.,5,,null,null,0,0,0,TRUE,18,5-Jan-18,androidApp,10/2/2019
100004132,beli-harddisk-eksternal,Lazada Guest,1,,Ini cicil pake apa?,"Mau tanya ini cicilnya pake apa ya,cc bkn?",7,7,0,TRUE,14.88,,androidApp,10/2/2019
100004132,beli-harddisk-eksternal,Yan M.,5,,Beli cash sesuai Harga di atas,Apakah TV. Tsb. Suda ada anti gores..,1,1,0,TRUE,13.01,,mobile-app,10/2/2019
100004505,beli-harddisk-eksternal,Andry M.,1,,Pesanan tidak tepat waktu,Pengirim barang tidak sesuai janji. Katanya express 1 hari. Dari hari jumat barang sampai hari rabu. SeMoga barangnya awet saja.,1,1,0,TRUE,31.51,18 Mei 2018,mobile,10/2/2019
100004505,beli-harddisk-eksternal,Leonard,4,,TV ok,Kualitas ok,1,1,0,TRUE,22.88,2-Jun-17,desktop,10/2/2019
100004505,beli-harddisk-eksternal,Lazada Guest,1,,Cara mendapatkan garansi,"Bagaimana tv LED saya merek Sharp 24 hitam LC 24LE170i sekarang mati total baru 2 bln kemana saya harus menghubungi dan meminta bantuan mohon kebijakan dan solusinya ,, so,alnya masih garansi kepada pihak lazada saya mohon bantuannya terimakasih!!!",14,14,0,TRUE,22.67,,mobile-app,10/2/2019
100004505,beli-harddisk-eksternal,Bun D.,3,,null,Pengiriman super lama.. tapi datang juga sich,0,0,0,TRUE,22.49,22-Jul-18,iosApp,10/2/2019
100004505,beli-harddisk-eksternal,Fadoli,5,,"Sharp HD LED TV 24"" - LC-24LE175I - Hitam",ok barang sampai dengan Baik.. smoga terus di pertahankan...,0,0,0,TRUE,21.51,18-Apr-18,desktop,10/2/2019
100004505,beli-harddisk-eksternal,Akun K.,5,,null,null,0,0,0,TRUE,14.99,21 Agu 2018,androidApp,10/2/2019
100004505,beli-harddisk-eksternal,rina,3,,pengiriman nya laaamaaaaa,null,0,0,0,TRUE,14.99,29-Jul-18,desktop,10/2/2019
100004505,beli-harddisk-eksternal,Ega,5,,barangnya sangat bagus. dan cepat juga. thank you lazada,null,0,0,0,TRUE,14.47,10-Apr-18,androidApp,10/2/2019
100004505,beli-harddisk-eksternal,Lazada Guest,5,,Menanyakn cara ciciln,Kalau mau cicilan gmna cra nya??,5,5,0,TRUE,14.35,,mobile-app,10/2/2019
100004505,beli-harddisk-eksternal,Fitriyansah E.,5,,Lima Bintang,barang sudah sampai dan bagus thanks lazada,2,2,0,TRUE,13.3,,mobile-app,10/2/2019
100004505,beli-harddisk-eksternal,Lazada Guest,5,,Bagusss,Pengiriman cepat sipplahhh.......,5,5,2,TRUE,12.73,,mobile,10/2/2019
100005037,beli-harddisk-eksternal,Lazada Customer,5,,null,Sampe Sekarang masih Ok ne laptop...,0,0,0,TRUE,24.51,2-Jan-17,androidApp,10/2/2019
100006860,beli-harddisk-eksternal,DEUIS S.,5,,null,null,0,0,0,TRUE,16.01,23-Mar-17,androidApp,10/2/2019
100006860,beli-harddisk-eksternal,Garna T.,3,,null,null,0,0,0,TRUE,14.99,05 Des 2016,desktop,10/2/2019
100006860,beli-harddisk-eksternal,Muhammad R.,5,,null,null,0,0,0,TRUE,13.01,11 Mei 2017,androidApp,10/2/2019
100006860,beli-harddisk-eksternal,Aushaf,5,,null,null,0,0,0,TRUE,13.01,29-Jun-17,desktop,10/2/2019
100006860,beli-harddisk-eksternal,Lazada Guest,5,,Good,Pengiriman cepat..  Packaging good..  Barang oke. Thnks seller Thnks Lazada,0,0,0,TRUE,9.98,,mobile,10/2/2019
100007498,beli-harddisk-eksternal,Amarullah,5,,Good job,"Barang diterima dengan selamat.. Produk sesuai dengan deskripsi.. Barang nyape 3 hari ke pekanbaru,riau.. Terimakasih lazada dan kotakom pucang, laptopnya mantap..",0,0,0,TRUE,26.98,11-Nov-16,mobile,10/2/2019
100007498,beli-harddisk-eksternal,Hanurawan H.,5,,null,null,0,0,0,TRUE,13.01,15-Nov-16,desktop,10/2/2019
100010722,beli-harddisk-eksternal,Dwi,5,,TOP,"Senang belanja disini,pelayanan oke,barang sesuai ekspektasi..order senin hari selasa malam udah nyampe + di settingin sxan sama kurirnya...pokoknya top deh..thanks Lazada",1,1,0,TRUE,30.51,13-Nov-17,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,Rosalina S.,4,,null,belum test barangnya,0,0,0,TRUE,22.49,23 Agu 2018,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,Wan D.,1,,Cape deh!,Sudah cape2 transfer tapi pesanan ditolak,0,0,0,TRUE,20.51,17-Jan-18,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,rusmana,5,,null,null,0,0,0,TRUE,19.01,28-Apr-19,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,Lazada Customer,3,,null,null,0,0,0,TRUE,18.66,12-Feb-19,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,dini w.,5,,"bagus saya suka, no tipu2...terbaik emanggggggg👍",null,2,2,0,TRUE,17.34,30 Des 2017,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,dwi H.,5,,null,null,0,0,0,TRUE,16,6-Sep-18,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,HARYATI,5,,harga bersahabat...kwalitas ok,null,0,0,0,TRUE,14.99,6-Jul-18,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,firman S.,4,,null,null,0,0,0,TRUE,14.99,25-Apr-18,androidApp,10/2/2019
100010722,beli-harddisk-eksternal,nirmala O.,4,,null,null,0,0,0,TRUE,14.01,16 Mei 2018,androidApp,10/2/2019
100010745,beli-harddisk-eksternal,Anggun W.,5,,Lima Bintang,"Barang Ok, kualitas bagus dengan harga yg cukup miring, kualitas gambar juga ok, pengiriman lumayan, ga nyesel pokonya beli TV ini",3,3,0,TRUE,30.75,25-Nov-16,mobile-app,10/2/2019
100010745,beli-harddisk-eksternal,Fathin,5,,Ke Gresik bisa gak ya..???,Saya minat tapi kalau dikirim ke Gresik Jawa Timur bisa gak? Klo dr info pengiriman bebas tapi takut gk sampai.. Dan tanya apa ini sdh full HD apa blm? Terima kasih,31,31,0,TRUE,21.84,,androidApp,10/2/2019
100010745,beli-harddisk-eksternal,dendi i.,5,,null,null,0,0,0,TRUE,14,2-Sep-17,androidApp,10/2/2019
100010745,beli-harddisk-eksternal,Eti A.,4,,Cilegon bisa nggak??,Pengn tivinya,1,1,0,TRUE,13,,androidApp,10/2/2019
100010745,beli-harddisk-eksternal,paramitha a.,5,,Lima Bintang,,0,0,0,TRUE,12,24 Des 2016,mobile-app,10/2/2019
100010745,beli-harddisk-eksternal,Lazada Guest,5,,puasss,Mantapppp barang nya,0,0,0,TRUE,9.6,,mobile,10/2/2019
100010745,beli-harddisk-eksternal,Lazada Guest,3,,puassss,Barang mulusss mantapppppp,0,0,0,TRUE,9.6,,mobile,10/2/2019
100015720,beli-harddisk-eksternal,Risa K.,5,,null,null,0,0,0,TRUE,19.58,09 Des 2016,androidApp,10/2/2019
100015720,beli-harddisk-eksternal,Fuady S.,1,,Spesifikasi utama terdapat intel core i5,"Laptop ini memiliki spesifikasi yang bagus dan harga yang terjangkau, namun pada tab spesifikasi utama produk itu emang intel core i5 atau salah buat? Di judul dikatakan core i7",1,1,0,TRUE,19.5,,mobile,10/2/2019
100015720,beli-harddisk-eksternal,Ramadhana,5,,"Bagus, diterima dengan aman.","Barang sampai dengan aman. Kemampuan laptop sesuai dengan yang di iklankan. Hanya saja, laptop datang dengan DOS sehingga harus di install sendiri windows nya. Overall, it's worth the money.",0,0,0,TRUE,17.11,,mobile-app,10/2/2019
100015720,beli-harddisk-eksternal,Jendra,5,,Bagus,Barang sampai 2 hari dengan selamat dan sesuai deskripsi,2,2,0,TRUE,12.95,,androidApp,10/2/2019
100015720,beli-harddisk-eksternal,Ade P.,5,,Produk bagus,Harga sangat murah mantep banget,2,2,0,TRUE,12.94,,mobile-app,10/2/2019
100015720,beli-harddisk-eksternal,Lazada Guest,3,,Entah benar atau enga,Murah banget itu enga salah kasih harga tau2 nati salah kasi info barang nya,1,1,1,TRUE,11.17,,mobile-app,10/2/2019
100015720,beli-harddisk-eksternal,Lazada Guest,1,,Barang udah sampai,Barang udah sampai tapi pas dinyalain g bisa. Gmn pertanggung jawaban lazada?,0,0,1,TRUE,9.61,,desktop,10/2/2019
100015720,beli-harddisk-eksternal,yusuf,5,,Yang bener yang mana? I5 apa i7??,,1,1,0,TRUE,4.59,,mobile-app,10/2/2019
100024235,beli-harddisk-eksternal,Wulandary,5,,null,null,0,0,0,TRUE,14.99,14 Agu 2018,androidApp,10/2/2019
100024235,beli-harddisk-eksternal,Lazada Guest,4,,Cicilan,Klo dp1jt tanpa kartu kredit bisa gk? Brp bln pembayarannya dan sebulannya brp? -TerimaKsh,5,5,0,TRUE,14.56,,mobile-app,10/2/2019
100024235,beli-harddisk-eksternal,Lazada Guest,1,,,untuk pemasangan di tembok apa ad pihak dari lazada yg memasang'a ? terima kasih,0,0,0,TRUE,10.51,,mobile,10/2/2019
100027053,beli-harddisk-eksternal,I K.,5,,null,null,0,0,0,TRUE,16.01,9-Jan-18,androidApp,10/2/2019
100027329,beli-harddisk-eksternal,Yoga T.,5,,Sesuai Dengan yang tertera,"Kapasitas HDD asli 1 TB, dan tanpa ada lecet di saat saya pertama kali membuka bungkus bubble nya",2,2,0,TRUE,23.3,02 Mei 2017,desktop,10/2/2019
100027329,beli-harddisk-eksternal,Heri K.,5,,mantap,barang sesuai dengan gambar,0,0,0,TRUE,20.21,20-Jun-17,desktop,10/2/2019
100027329,beli-harddisk-eksternal,Lazada Guest,4,,Respon penjualan yg baik,"HD diterima dg packing bubble bagus, hanya tidak tertulis, barang elektronik, atw keterangan lain, agar penanganan lebih hati2 dan istimewa, ketika paket dalam perjalanan. Finally, 4bintang lhah...",1,1,0,TRUE,19.99,,mobile-app,10/2/2019
100027616,beli-harddisk-eksternal,ACHMAD F.,5,,TOP,"Mantap gan Barang sampai dengan selamat , Packing rapih , pokok Mantap lah !",0,0,0,TRUE,20.51,24 Okt 2017,androidApp,10/2/2019
100027616,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,14.99,25-Apr-18,androidApp,10/2/2019
100027616,beli-harddisk-eksternal,Era A.,5,,null,null,0,0,0,TRUE,12.66,4-Jul-17,desktop,10/2/2019
100027616,beli-harddisk-eksternal,Bilqis,5,,Sip,Oke,0,0,0,TRUE,12.6,14-Jun-17,mobile,10/2/2019
100028438,beli-harddisk-eksternal,Dimas D.,5,,Kepuasan & Ketidakpuasan,"Saya sangat puas dengan barang.nya, kualitas barang sangat membantu HDD saya apabila jatuh dari atas, dan pengiriman rapi gk ada lecet kasih bintang 5 :) Dan Saya sangat tidak puas dengan peng",0,0,0,TRUE,27,25-Feb-17,mobile-app,10/2/2019
100028438,beli-harddisk-eksternal,Pembeli,4,,Bagus,Barang diterima dengan kondisi yang baik tapi packagingnya kurang,0,0,0,TRUE,20.51,19 Des 2017,iosApp,10/2/2019
100028438,beli-harddisk-eksternal,KHAIRUNNISA.SYAN,5,,SESUIA DENGAN FOTO,"Suka banget sama barangnya packing nya rapi, pokoknya recomended banget buat kalian yg mau beli tas hardisk dengan kulitas bagus yah di sini",0,0,0,TRUE,17.55,,mobile-app,10/2/2019
100028438,beli-harddisk-eksternal,Devi P.,5,,null,null,0,0,0,TRUE,15.01,13-Nov-17,androidApp,10/2/2019
100028438,beli-harddisk-eksternal,hady,5,,null,null,0,0,0,TRUE,14.99,25 Des 2017,androidApp,10/2/2019
100028438,beli-harddisk-eksternal,Naufal Y.,5,,null,null,0,0,0,TRUE,14.01,12-Mar-18,androidApp,10/2/2019
100030605,beli-harddisk-eksternal,Antonio G.,5,,null,"Flashdisk ori, Packing bagus. Saya suka.Thx",0,0,0,TRUE,32.49,15-Sep-18,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,aman cepat pula,0,0,0,TRUE,51.13,5-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,42.5,20-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,4,,null,Bagus ori kok cuma hanya aja 58 gb:( klo 63 gpp hilang 1 gb,0,0,0,TRUE,35.83,9-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Ririn S.,1,,null,kapasitasy kurang bagusss aturany klw kosong g bnyakkk firusss tpi nieh bnyakkk firusss sangat kecewe,0,0,0,TRUE,34.01,28-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Asrinur A.,5,,null,"Baguss bangett kurir nya jga ramah, cakep pula wkwk. Ini 64gb tp cmn 58 sekian gb tp gpp lah yah... Pokok nya recomended deh....",0,0,0,TRUE,33.01,4-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,ucen W.,5,,null,produk dah sampai kemasan rapih pengiriman cepat barang  bagus pembayaran cod tidak perlu diragukan lagi 👍👍,0,0,0,TRUE,33.01,13-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,ucen W.,5,,null,barangnya bagus banget.. sesuai dengan gambar dn deskripsi.. pengiriman cepat.. bagus dn recomended bangt..👍,0,0,0,TRUE,33.01,28-Feb-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Andre A.,5,,null,"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",0,0,0,TRUE,31.51,7-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Hendrii R.,5,,null,barang ok .. packing Rapii .. Kurir nya Ramahh .. Puass ..,0,0,0,TRUE,31.51,24-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,muchamad R.,5,,null,produk original mantap semoga awet,0,0,0,TRUE,31.51,9-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Budi,5,,null,baik. sesuai ekspektasi.,1,1,0,TRUE,30.36,4-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,👍👍👍,0,0,0,TRUE,29.83,22 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,29.33,17-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,4,,null,null,0,0,0,TRUE,29,15-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,28.83,4-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Brian A.,5,,null,null,0,0,0,TRUE,27.83,8-Sep-19,androidApp,10/2/2019
